provider,model,strategy,question_id,n_languages,avg_language_similarity,unspecific_diversity
qwen_ollama,qwen2.5:3b,vanilla,101,5,0.5514563322067261,0.4485436677932739
qwen_ollama,qwen2.5:3b,vanilla,11,5,0.7519220113754272,0.24807798862457275
qwen_ollama,qwen2.5:3b,vanilla,12,5,0.5682276487350464,0.4317723512649536
qwen_ollama,qwen2.5:3b,vanilla,13,5,0.6651746034622192,0.33482539653778076
qwen_ollama,qwen2.5:3b,vanilla,14,5,0.5057697892189026,0.4942302107810974
qwen_ollama,qwen2.5:3b,vanilla,15,5,0.5442323684692383,0.4557676315307617
qwen_ollama,qwen2.5:3b,vanilla,16,5,0.5264889001846313,0.47351109981536865
qwen_ollama,qwen2.5:3b,vanilla,17,5,0.5062638521194458,0.4937361478805542
qwen_ollama,qwen2.5:3b,vanilla,18,5,0.5553832650184631,0.44461673498153687
qwen_ollama,qwen2.5:3b,vanilla,19,5,0.5485947132110596,0.45140528678894043
qwen_ollama,qwen2.5:3b,vanilla,2,5,0.41306257247924805,0.586937427520752
qwen_ollama,qwen2.5:3b,vanilla,20,5,0.5998778343200684,0.40012216567993164
qwen_ollama,qwen2.5:3b,vanilla,21,5,0.4526117742061615,0.5473882257938385
qwen_ollama,qwen2.5:3b,vanilla,22,5,0.4650450646877289,0.5349549353122711
qwen_ollama,qwen2.5:3b,vanilla,23,5,0.6629607081413269,0.3370392918586731
qwen_ollama,qwen2.5:3b,vanilla,24,5,0.7108733057975769,0.2891266942024231
qwen_ollama,qwen2.5:3b,vanilla,25,5,0.5185595750808716,0.4814404249191284
qwen_ollama,qwen2.5:3b,vanilla,26,5,0.7493475675582886,0.2506524324417114
qwen_ollama,qwen2.5:3b,vanilla,27,5,0.709187924861908,0.29081207513809204
qwen_ollama,qwen2.5:3b,vanilla,28,5,0.7187129855155945,0.2812870144844055
qwen_ollama,qwen2.5:3b,vanilla,29,5,0.5475755929946899,0.45242440700531006
qwen_ollama,qwen2.5:3b,vanilla,3,5,0.38717031478881836,0.6128296852111816
qwen_ollama,qwen2.5:3b,vanilla,30,5,0.42544445395469666,0.5745555460453033
qwen_ollama,qwen2.5:3b,vanilla,31,5,0.5726346969604492,0.4273653030395508
qwen_ollama,qwen2.5:3b,vanilla,32,5,0.7019246220588684,0.2980753779411316
qwen_ollama,qwen2.5:3b,vanilla,33,5,0.7820634245872498,0.21793657541275024
qwen_ollama,qwen2.5:3b,vanilla,34,5,0.8117139935493469,0.18828600645065308
qwen_ollama,qwen2.5:3b,vanilla,35,5,0.4444310665130615,0.5555689334869385
qwen_ollama,qwen2.5:3b,vanilla,36,5,0.604387640953064,0.39561235904693604
qwen_ollama,qwen2.5:3b,vanilla,37,5,0.8397433161735535,0.16025668382644653
qwen_ollama,qwen2.5:3b,vanilla,38,5,0.6916705965995789,0.30832940340042114
qwen_ollama,qwen2.5:3b,vanilla,39,5,0.7061100006103516,0.29388999938964844
qwen_ollama,qwen2.5:3b,vanilla,4,5,0.6410868167877197,0.3589131832122803
qwen_ollama,qwen2.5:3b,vanilla,40,5,0.7185788154602051,0.2814211845397949
qwen_ollama,qwen2.5:3b,vanilla,41,5,0.4658583998680115,0.5341416001319885
qwen_ollama,qwen2.5:3b,vanilla,42,5,0.545649528503418,0.45435047149658203
qwen_ollama,qwen2.5:3b,vanilla,43,5,0.724662184715271,0.275337815284729
qwen_ollama,qwen2.5:3b,vanilla,44,5,0.613862156867981,0.38613784313201904
qwen_ollama,qwen2.5:3b,vanilla,45,5,0.7841533422470093,0.21584665775299072
qwen_ollama,qwen2.5:3b,vanilla,46,5,0.547296404838562,0.452703595161438
qwen_ollama,qwen2.5:3b,vanilla,47,5,0.6670024394989014,0.33299756050109863
qwen_ollama,qwen2.5:3b,vanilla,48,5,0.748126208782196,0.25187379121780396
qwen_ollama,qwen2.5:3b,vanilla,49,5,0.5833694934844971,0.41663050651550293
qwen_ollama,qwen2.5:3b,vanilla,5,5,0.7258875966072083,0.27411240339279175
qwen_ollama,qwen2.5:3b,vanilla,50,5,0.7234566807746887,0.2765433192253113
qwen_ollama,qwen2.5:3b,vanilla,51,5,0.5870285630226135,0.4129714369773865
qwen_ollama,qwen2.5:3b,vanilla,52,5,0.816150963306427,0.183849036693573
qwen_ollama,qwen2.5:3b,vanilla,53,5,0.7888280153274536,0.2111719846725464
qwen_ollama,qwen2.5:3b,vanilla,54,5,0.6553160548210144,0.3446839451789856
qwen_ollama,qwen2.5:3b,vanilla,55,5,0.5867757797241211,0.4132242202758789
qwen_ollama,qwen2.5:3b,vanilla,56,5,0.7952289581298828,0.2047710418701172
qwen_ollama,qwen2.5:3b,vanilla,57,5,0.5303877592086792,0.4696122407913208
qwen_ollama,qwen2.5:3b,vanilla,58,5,0.8139830827713013,0.18601691722869873
qwen_ollama,qwen2.5:3b,vanilla,59,5,0.7587771415710449,0.24122285842895508
qwen_ollama,qwen2.5:3b,vanilla,6,5,0.7334557175636292,0.26654428243637085
qwen_ollama,qwen2.5:3b,vanilla,60,5,0.7106571793556213,0.28934282064437866
qwen_ollama,qwen2.5:3b,vanilla,61,5,0.8172146081924438,0.18278539180755615
qwen_ollama,qwen2.5:3b,vanilla,62,5,0.5831547379493713,0.41684526205062866
qwen_ollama,qwen2.5:3b,vanilla,63,5,0.839521050453186,0.16047894954681396
qwen_ollama,qwen2.5:3b,vanilla,64,5,0.7777734994888306,0.22222650051116943
qwen_ollama,qwen2.5:3b,vanilla,65,5,0.6515544056892395,0.3484455943107605
qwen_ollama,qwen2.5:3b,vanilla,66,5,0.7005440592765808,0.2994559407234192
qwen_ollama,qwen2.5:3b,vanilla,67,5,0.738501250743866,0.26149874925613403
qwen_ollama,qwen2.5:3b,vanilla,68,5,0.8954297304153442,0.10457026958465576
qwen_ollama,qwen2.5:3b,vanilla,69,5,0.8082858324050903,0.19171416759490967
qwen_ollama,qwen2.5:3b,vanilla,7,5,0.687639057636261,0.312360942363739
qwen_ollama,qwen2.5:3b,vanilla,70,5,0.7736988067626953,0.2263011932373047
qwen_ollama,qwen2.5:3b,vanilla,71,5,0.6910490989685059,0.30895090103149414
qwen_ollama,qwen2.5:3b,vanilla,72,5,0.7817171216011047,0.21828287839889526
qwen_ollama,qwen2.5:3b,vanilla,73,5,0.8281512260437012,0.17184877395629883
qwen_ollama,qwen2.5:3b,vanilla,74,5,0.774141788482666,0.22585821151733398
qwen_ollama,qwen2.5:3b,vanilla,75,5,0.8483873605728149,0.15161263942718506
qwen_ollama,qwen2.5:3b,vanilla,76,5,0.6046129465103149,0.39538705348968506
qwen_ollama,qwen2.5:3b,vanilla,77,5,0.8696913719177246,0.1303086280822754
qwen_ollama,qwen2.5:3b,vanilla,78,5,0.8428956270217896,0.15710437297821045
qwen_ollama,qwen2.5:3b,vanilla,79,5,0.7948039770126343,0.20519602298736572
qwen_ollama,qwen2.5:3b,vanilla,8,5,0.684677243232727,0.31532275676727295
qwen_ollama,qwen2.5:3b,vanilla,80,5,0.6484488248825073,0.3515511751174927
qwen_ollama,qwen2.5:3b,vanilla,81,5,0.9140598177909851,0.08594018220901489
qwen_ollama,qwen2.5:3b,vanilla,82,5,0.7501095533370972,0.24989044666290283
qwen_ollama,qwen2.5:3b,vanilla,83,5,0.7603851556777954,0.2396148443222046
qwen_ollama,qwen2.5:3b,vanilla,84,5,0.598331093788147,0.401668906211853
qwen_ollama,qwen2.5:3b,vanilla,85,5,0.8085600733757019,0.1914399266242981
qwen_ollama,qwen2.5:3b,vanilla,86,5,0.6186760663986206,0.3813239336013794
qwen_ollama,qwen2.5:3b,vanilla,87,5,0.6249369382858276,0.37506306171417236
qwen_ollama,qwen2.5:3b,vanilla,88,5,0.807375431060791,0.19262456893920898
qwen_ollama,qwen2.5:3b,vanilla,89,5,0.8092254400253296,0.1907745599746704
qwen_ollama,qwen2.5:3b,vanilla,9,5,0.48503607511520386,0.5149639248847961
qwen_ollama,qwen2.5:3b,vanilla,90,5,0.7931873798370361,0.20681262016296387
qwen_ollama,qwen2.5:3b,vanilla,91,5,0.6393745541572571,0.3606254458427429
qwen_ollama,qwen2.5:3b,vanilla,92,5,0.4956999719142914,0.5043000280857086
qwen_ollama,qwen2.5:3b,vanilla,93,5,0.5265413522720337,0.4734586477279663
qwen_ollama,qwen2.5:3b,vanilla,94,5,0.554000973701477,0.44599902629852295
qwen_ollama,qwen2.5:3b,vanilla,95,5,0.6259011030197144,0.37409889698028564
qwen_ollama,qwen2.5:3b,vanilla,96,5,0.7357069849967957,0.26429301500320435
qwen_ollama,qwen2.5:3b,vanilla,97,5,0.5926229953765869,0.4073770046234131
qwen_ollama,qwen2.5:3b,vanilla,98,5,0.6592440009117126,0.34075599908828735
qwen_ollama,qwen2.5:3b,vanilla,99,5,0.638451337814331,0.36154866218566895
